cell_ID	Chi_2parF	Chi_1parF
432	20.0784	23.4783
433	66.9019	130.377
434	37.9418	49.7316
435	112.323	549.067
436	44.0539	85.9184
437	136.253	694.494
438	42.9104	59.6709
439	110.543	756.843
440	77.0441	155.723
441	126.692	1011.02
442	67.3797	195.98
443	128.686	1218.66
444	79.8451	207.621
445	141.528	1074.89
446	115.541	255.704
447	119.297	1230.87
448	74.5022	188.238
449	122.313	948.239
450	76.961	144.99
451	126.726	863.204
452	88.3357	191.706
453	131.671	1008.98
454	73.1801	210.796
455	146.276	1130.49
456	92.9533	222.546
457	115.125	942.157
458	95.0381	216.885
459	132.416	835.687
460	91.7429	270.755
461	153.791	1363.9
462	118.57	369.523
463	127.147	1235.19
464	-1	-1
465	-1	-1
466	-1	-1
467	-1	-1
468	-1	-1
469	-1	-1
470	-1	-1
471	-1	-1
472	-1	-1
473	-1	-1
474	-1	-1
475	-1	-1
476	-1	-1
477	-1	-1
478	-1	-1
479	-1	-1
480	19.7635	23.0982
481	99.0612	170.193
482	67.5171	124.339
483	117.137	608.376
484	75.0788	174.002
485	103.269	818.685
486	77.2649	153.657
487	116.976	866.632
488	49.1944	123.605
489	145.85	815.389
490	76.4665	168.438
491	484.802	1824.53
492	62.6422	134.104
493	113.372	601.605
494	104.167	232.201
495	134.766	887.42
496	73.3929	220.765
497	138.107	957.171
498	77.0823	226.693
499	102.888	1084.63
500	116.852	274.598
501	125.489	1022.41
502	105.158	295.754
503	125.076	1130.06
504	96.8767	235.295
505	105.321	969.915
506	107.61	215.987
507	145.036	1451.68
508	122.976	400.564
509	148.768	1403.61
510	85.5253	366.472
511	121.24	1459.84
512	105.8	434.063
513	120.918	1545.93
514	84.807	372.097
515	176.91	1550.14
516	82.3071	352.537
517	151.977	844.747
518	104.283	196.484
519	124.27	993.595
520	130.846	647.482
521	179.618	2015.84
522	151.859	567.037
523	169.482	2292.63
524	139.639	461.155
525	114.407	1947.58
526	89.1303	186.329
527	101.434	220.719
528	14.1474	16.69
529	79.2136	166.838
530	54.5413	79.0244
531	102.238	575.935
532	49.7084	125.066
533	132.679	740.685
534	67.8765	151.439
535	112.554	768.567
536	62.7467	205.993
537	141.727	1094.83
538	117.358	278.543
539	131.012	1223.49
540	87.3628	290.692
541	111.331	1226.28
542	79.4381	423.035
543	113.261	1319.87
544	0.444646	0.470588
545	106.774	1124.8
546	120.447	936.116
547	119.706	1061.89
548	159.471	315.238
549	-1	-1
550	3.14688e-07	0
551	158.285	1115.53
552	0.481481	0.481481
553	-1	-1
554	-1	-1
555	-1	-1
556	98.2328	538.538
557	160.557	1076.85
558	120.611	524.522
559	147.55	1123.57
560	121.67	613.601
561	152.799	1912.14
562	99.5614	567.671
563	166.466	1747.44
564	125.887	647.473
565	140.96	1654.04
566	110.66	515.523
567	128.236	1959.23
568	93.732	544.099
569	203.203	1395.51
570	96.326	416.443
571	122.155	860.651
572	103.311	433.484
573	162.942	1200.63
574	57.997	98.7812
575	134.765	293.743
576	41.7818	48.7374
577	64.1925	135.953
578	63.0458	118.119
579	110.981	567.251
580	62.4977	153.897
581	103.419	689.642
582	58.2365	146.995
583	110.199	752.848
584	76.0001	124.529
585	97.6681	469.437
586	84.1525	179.13
587	121.543	582.402
588	65.382	158.777
589	128.773	632.022
590	58.3863	164.937
591	118.813	731.789
592	68.7796	180.767
593	124.389	638.547
594	47.3793	68.5285
595	117	620.449
596	107.574	224.255
597	145.366	709.572
598	81.5776	229.133
599	119.529	793.783
600	108.355	498.38
601	118.371	957.244
602	121.701	437.831
603	136.584	1273.61
604	86.5842	342.628
605	140.392	1094.74
606	97.5358	343.578
607	150.738	1250.06
608	107.459	414.125
609	124.262	1056.03
610	95.7289	395.696
611	135.673	1217.15
612	100.32	525.561
613	124.436	940.197
614	127.039	417.626
615	146.656	1069.86
616	85.3603	777.469
617	148.312	1651.31
618	110.046	757.088
619	131.625	1647.08
620	115.426	732.081
621	149.49	1422.46
622	53.9328	137.257
623	134.697	422.072
624	16.9503	18.5182
625	71.4378	150.764
626	66.8152	102.511
627	83.2058	488.462
628	51.7332	130.23
629	84.4943	570.489
630	58.4574	155.74
631	121.748	683.474
632	98.8523	281.681
633	169.589	968.771
634	78.8053	312.367
635	112.74	1075.74
636	66.5585	284.674
637	112.976	999.566
638	96.9365	359.014
639	139.771	1099.11
640	63.7135	143.619
641	149.143	866.103
642	73.3163	244.88
643	144.846	846.587
644	85.2939	213.451
645	145.246	1015.98
646	97.8697	194.238
647	106.109	718.257
648	93.1934	509.529
649	164.895	1624.72
650	119.664	485.43
651	148.976	1391.27
652	97.8558	367.52
653	184.667	912.036
654	91.4928	389.386
655	-1	-1
656	120.866	635.489
657	171.249	1501.12
658	118.786	651.801
659	120.22	1623.11
660	111.441	816.174
661	151.579	1753.4
662	101.706	752.184
663	113.336	1640.28
664	99.4915	717.78
665	154.229	1576.95
666	102.9	502.574
667	141.953	1240.1
668	109.6	490.675
669	173.828	1059.59
670	53.258	124.253
671	88.4741	284.139
672	50.4142	79.0745
673	96.5658	172.901
674	69.2238	152.438
675	153.852	532.532
676	89.671	164.948
677	150.135	797.822
678	106.186	217.863
679	109.247	801.715
680	61.9449	132.485
681	108.465	600.182
682	98.0813	211.588
683	115.66	605.293
684	78.4837	198.652
685	89.8794	621.148
686	87.7818	262.864
687	131.323	706.43
688	67.1159	290.415
689	139.464	885.068
690	92.0329	300.271
691	106.849	911.812
692	85.2517	351.071
693	143.037	856.096
694	94.0939	273.901
695	135.865	710.315
696	90.1998	403.126
697	123.371	1060.26
698	107.456	427.735
699	104.935	1016.52
700	126.06	381.411
701	115.122	844.571
702	90.9418	421.84
703	155.812	983.925
704	89.2891	552.362
705	123.712	1018.31
706	129.429	508.297
707	124.941	1133.67
708	112.146	482.804
709	94.8205	1257.2
710	122.526	675.212
711	166.76	1425.62
712	101.929	916.155
713	147.348	2030.47
714	111.407	840.272
715	162.403	1714.77
716	121.143	685.488
717	141.619	1532.69
718	105.413	250.873
719	112.137	412.603
720	4.41543e-11	0
721	93.0955	161.16
722	387.303	492.273
723	100.725	383.521
724	65.8918	109.189
725	130.63	490.291
726	67.3985	143.51
727	118.153	556.028
728	74.0832	199.67
729	116.66	755.252
730	87.2553	239.489
731	112.043	1084.58
732	74.0133	305.49
733	297.957	998.172
734	78.952	284.827
735	333.303	1323.9
736	93.0623	291.826
737	138.599	891.988
738	107.754	280.114
739	163.881	1059.99
740	88.459	281.159
741	108.461	853.911
742	99.0558	385.489
743	146.297	1121.85
744	108.295	420.273
745	120.558	1088.12
746	82.3999	411.602
747	119.692	1058.99
748	94.4806	448.61
749	113.559	1038.74
750	110.665	451.497
751	128.793	1175.66
752	113.156	687.72
753	126.081	1451.22
754	132.148	676.758
755	141.771	1658.54
756	124.1	780.215
757	158.708	1704.43
758	103.625	788.358
759	44.121	58.589
760	141.098	732.844
761	148.832	1498.69
762	102.481	629.356
763	138.967	1337.19
764	37.1183	51.3295
765	167.534	995.703
766	73.9027	154.338
767	121.512	279.548
768	45.1521	67.5087
769	88.5467	197.694
770	76.4825	224.768
771	90.7874	538.563
772	100.544	250.923
773	112.633	697.78
774	116.13	283.876
775	102.742	731.266
776	88.6544	195.67
777	108.072	580.059
778	96.2658	217.301
779	127.599	697.298
780	103.746	237.202
781	116.134	622.05
782	87.1974	285.064
783	119.754	719.681
784	126.382	375.636
785	101.693	747.529
786	127.615	390.818
787	158.128	764.442
788	120.061	332.563
789	106.13	412.567
790	131.436	227.637
791	147.061	419.372
792	175.663	473.717
793	155.911	974.255
794	108.385	453.677
795	121.917	926.239
796	110.962	400.494
797	112.484	645.152
798	104.595	408.363
799	125.641	1030.37
800	143.135	549.081
801	144.155	1216.79
802	97.165	490.301
803	130.935	1061.28
804	149.23	612.435
805	151.749	1106.74
806	134.389	628.93
807	123.372	1078.83
808	124.728	1067.71
809	146.492	1707.33
810	104.105	821.677
811	196.3	1850.3
812	109.141	728.508
813	121.354	1616.16
814	91.6702	206.835
815	113.488	445.014
816	34.6746	40.4746
817	67.7204	144.952
818	35.695	44.1933
819	95.4861	393.885
820	47.1033	66.9178
821	100.219	406.934
822	54.8136	70.4442
823	82.3412	512.198
824	82.5392	123.897
825	91.4737	732.747
826	78.9763	152.671
827	106.584	781.729
828	91.8245	158.211
829	121.836	664.717
830	70.4059	165.419
831	130.736	909.77
832	61.9248	106.19
833	51.5482	86.9882
834	61.0813	98.8097
835	124.734	700.271
836	86.2366	164.138
837	162.33	824.65
838	95.2841	182.709
839	141.204	848.464
840	82.0567	195.693
841	155.765	859.54
842	81.3934	185.91
843	122.771	646.656
844	103.385	180.289
845	108.274	784.547
846	113.515	207.082
847	117.914	840.271
848	109.394	319.714
849	135.925	1475.49
850	134.68	374.98
851	126.014	1136.54
852	108.395	340.39
853	136.53	1273.59
854	96.475	382.945
855	122.855	1412.28
856	115.034	309.558
857	132.951	1219.84
858	86.2747	200.207
859	161.167	1012.89
860	81.7402	202.578
861	132.386	791.766
862	85.3279	118.543
863	71.0301	264.027
864	75.7216	125.583
865	35.6573	66.1069
866	97.5189	244.896
867	108.874	157.667
868	92.7621	285.973
869	103.224	242.913
870	87.7801	343.706
871	150.817	1126.12
872	94.3945	205.889
873	88.9432	190.679
874	75.2831	240.538
875	106.299	256.456
876	106.71	311.071
877	83.6735	262.597
878	95.9804	291.118
879	92.4563	322.039
880	95.1245	386.903
881	97.4958	274.752
882	84.8688	348.064
883	90.8724	281.065
884	139.756	369.263
885	99.6244	287.269
886	115.672	413.686
887	108.137	320.106
888	96.2379	449.996
889	105.828	418.242
890	118.084	471.597
891	116.661	405.919
892	118.874	476.363
893	137.311	382.527
894	118.056	556.427
895	119.015	371.941
896	128.098	454.082
897	100.695	435.491
898	130.803	545.969
899	99.9018	410.027
900	120.448	535.594
901	149.02	395.266
902	114.989	544.412
903	78.0693	419.863
904	144.655	1044.17
905	135.837	705.526
906	164.46	779.597
907	135.345	740.139
908	122.856	815.797
909	109.413	544.344
910	98.8487	335.33
911	113.231	201.843
912	56.1521	109.167
913	83.5031	171.848
914	82.5355	381.85
915	135.272	574.045
916	107.521	506.612
917	191.18	541.851
918	125.105	512.387
919	135.156	671.228
920	142.975	735.556
921	127.941	949.582
922	131.017	783.602
923	105.695	1070.25
924	118.356	821.165
925	121.482	1029.79
926	118.65	926.359
927	136.142	1027.43
928	113.103	747.248
929	110.623	923.472
930	111.148	783.331
931	118.206	875.644
932	119.627	812.914
933	132.64	954.031
934	144.722	855.471
935	138.275	1071.42
936	145.898	989.213
937	136.652	975.466
938	150.996	889.493
939	128.343	974.3
940	127.736	1023.81
941	141.554	1058.2
942	167.455	1093.11
943	121.186	1051.09
944	136.324	1585.91
945	132.63	1540.31
946	153.969	1348.48
947	134.622	1564.63
948	155.796	1374.16
949	157.869	1484.71
950	130.754	1419.82
951	151.522	1658.31
952	135.219	1080.35
953	148.682	1425.64
954	154.4	1411.63
955	162.757	1259.67
956	155.395	1066.77
957	125.547	1123.47
958	92.3652	318.39
959	153.146	330.131
960	-1	-1
961	-1	-1
962	-1	-1
963	-1	-1
964	-1	-1
965	-1	-1
966	-1	-1
967	-1	-1
968	-1	-1
969	-1	-1
970	-1	-1
971	-1	-1
972	-1	-1
973	-1	-1
974	-1	-1
975	-1	-1
976	134.589	925.977
977	149.357	900.466
978	136.493	856.061
979	122.027	931.388
980	128.322	847.293
981	129.689	915.955
982	114.012	808.91
983	122.961	853.744
984	132.711	1109.12
985	103.884	951.989
986	113.239	946.328
987	146.088	1065.66
988	132.459	1024.16
989	134.616	909.586
990	126.228	808.839
991	114.094	868.292
992	105.573	945.326
993	138.425	1039.8
994	129.284	1148.83
995	162.552	1223.94
996	139.98	1089.93
997	172.902	1167.12
998	106.167	995.16
999	156.249	1113.93
1000	127.383	1815.24
1001	138.773	1929.68
1002	0.456296	0.482759
1003	140.576	1723.39
1004	153.327	1581.37
1005	166.113	1741.4
1006	97.9525	407.872
1007	122.569	557.377
1008	-1	-1
1009	-1	-1
1010	-1	-1
1011	-1	-1
1012	-1	-1
1013	-1	-1
1014	-1	-1
1015	-1	-1
1016	-1	-1
1017	-1	-1
1018	-1	-1
1019	-1	-1
1020	-1	-1
1021	-1	-1
1022	-1	-1
1023	-1	-1
1024	104.813	940.536
1025	137.055	1163.37
1026	126.532	1000.33
1027	134.825	1068.54
1028	128.702	952.886
1029	141.574	1061.58
1030	104.725	958.437
1031	150.272	1229.61
1032	152.501	1248.97
1033	106.482	1109.85
1034	134.15	1165.69
1035	127.516	1174.7
1036	158.901	1241.51
1037	133.392	1092.31
1038	3.21006e-10	0
1039	149.231	1197.82
1040	188.784	1986.42
1041	155.441	1694.52
1042	136.245	1717.24
1043	141.686	1966.27
1044	168.593	1989.76
1045	143.557	1952.3
1046	172.904	1867.32
1047	124.461	1838.33
1048	126.31	1717.55
1049	143.699	1674.33
1050	4.79049	4.81395
1051	166.679	1425.49
1052	154.229	1484.38
1053	177.389	1295.16
1054	111.875	348.975
1055	125.377	463.691
1056	197.289	1110.2
1057	97.6764	329.1
1058	110.954	681.629
1059	53.5809	87.9274
1060	126.822	1038.33
1061	614.245	24236.2
1062	116.557	767.574
1063	136.194	1101.57
1064	164.738	1140.43
1065	129.616	1290.18
1066	135.049	1339.39
1067	228.166	1857.11
1068	132.389	1065.46
1069	172.306	1724.92
1070	146.271	1833.74
1071	147.188	1646.62
1072	143.937	1518.18
1073	132.204	1752.71
1074	122.707	1704.49
1075	148.515	1575.05
1076	139.87	1635.97
1077	139.403	1540.54
1078	128.082	1487.93
1079	121.612	1556.74
1080	141.103	1905.91
1081	148.126	1688.38
1082	139.175	1724.13
1083	169.058	1683.01
1084	118.699	1545
1085	181.871	1898.61
1086	152.475	1988.29
1087	132.327	1746.98
1088	175.752	1826.51
1089	141.995	1903.85
1090	160.875	1858.21
1091	149.181	1717.72
1092	165.797	2070.24
1093	182.654	2015.24
1094	150.889	1947.39
1095	139.074	2068.81
1096	156.496	1790.61
1097	129.749	1795.17
1098	135.221	1951.89
1099	123.885	1979.36
1100	143.336	1687.07
1101	131.787	1757.58
1102	137.503	578.777
1103	103.575	427.516
1104	100.597	161.999
1105	84.8477	167.259
1106	176.76	881.633
1107	126.103	223.352
1108	130.759	957.361
1109	149.364	1439.41
1110	139.139	1540.82
1111	123.119	1205.41
1112	207.706	1296.22
1113	157.719	1616.66
1114	141.372	1957.28
1115	152.853	2057.97
1116	134.644	1126.69
1117	126.374	1582.13
1118	156.442	1670.38
1119	162.401	1349.06
1120	187.819	2169.09
1121	176.677	1973.81
1122	134.592	1793.83
1123	177.102	2094.16
1124	159.44	1740.63
1125	174.025	1839.25
1126	163.891	2001.3
1127	148.817	1837.78
1128	140.893	2127.02
1129	162.088	2552.94
1130	178.092	2143.37
1131	137.273	2086.78
1132	122.137	1979.83
1133	193.32	1953.22
1134	189.073	2258.27
1135	145.083	1946.24
1136	173.399	2387.24
1137	150.068	2010.61
1138	200.864	1924.88
1139	174.917	1959.07
1140	144.173	1804.22
1141	160.522	1928.02
1142	167.367	1832.18
1143	143.847	2009.47
1144	156.115	1637.11
1145	164.421	1959.59
1146	140.18	1792.68
1147	156.723	1866.47
1148	158.054	1396.23
1149	165.072	1657.09
1150	144.736	557.568
1151	128.791	619.264
1152	106.43	444.825
1153	122.993	430.804
1154	192.316	1331.96
1155	107.03	1201.99
1156	157.229	1724.29
1157	182.227	1303.4
1158	139.204	1656.11
1159	144.23	1613.9
1160	177.207	3917.85
1161	188.731	2955.27
1162	165.262	3172.12
1163	194.081	3506.48
1164	170.27	1369.42
1165	139.829	1636.03
1166	156.176	1466.09
1167	188.778	1786.62
1168	157.31	1971.47
1169	193.203	1634.66
1170	156.978	1776.81
1171	152.549	1724.99
1172	155.428	1674.16
1173	120.792	1596.17
1174	200.577	2050.67
1175	12.4796	13.7796
1176	142.617	2051.46
1177	162.888	1710.53
1178	150.039	1791.65
1179	180.744	1637.51
1180	165.459	1619.94
1181	122.54	1501.46
1182	192.718	1919.13
1183	167.782	1812.2
1184	128.297	239.018
1185	170.24	247.812
1186	78.2798	194.3
1187	127.376	322.251
1188	161.321	1544.93
1189	110.272	1410.45
1190	173.778	1290.89
1191	133.303	1067.2
1192	116.752	1205.66
1193	138.055	1196.2
1194	155.042	1209.92
1195	114.114	1148.84
1196	135.981	1240.44
1197	135.763	1269.34
1198	91.196	306.896
1199	128.926	296.352
1200	184.443	531.826
1201	124.83	456.177
1202	148.375	1449.3
1203	147.376	1123.28
1204	5.19429e-07	0
1205	150.958	1767.84
1206	161.228	1841.66
1207	147.656	1517.37
1208	187.66	1696.71
1209	130.71	1655.27
1210	143.695	1700.54
1211	139.896	1388.29
1212	112.795	1572.91
1213	126.838	1312.88
1214	155.039	1528.77
1215	145.434	1663.46
1216	172.958	1355.45
1217	141.489	1536.84
1218	160.637	1333.59
1219	169.117	1461.14
1220	185.116	1928.75
1221	158.981	1649.45
1222	0.882344	0.941176
1223	136.955	1657.37
1224	150.608	1421.68
1225	138.817	1380.95
1226	127.239	1562.73
1227	138.381	1350.93
1228	162.591	1689.85
1229	132.22	1505.62
1230	130.737	1469.67
1231	137.28	1446.09
1232	190.911	1364.86
1233	137.93	1151.5
1234	146.416	1368.43
1235	140.05	1269.58
1236	137.232	1235.98
1237	109.467	1297.16
1238	139.996	1116.11
1239	115.757	1066.25
1240	145.846	819.656
1241	109.803	1147.74
1242	104.847	1176.98
1243	127.912	895.794
1244	107.082	195.28
1245	99.5258	197.443
1246	24.9032	30.2674
1247	30.5668	35.4442
1248	142.026	359.067
1249	108.342	322.062
1250	137.001	959.581
1251	159.755	865.808
1252	161.747	1264.73
1253	151.551	1226.4
1254	143.213	1248.62
1255	144.845	1253.5
1256	155.582	1494.95
1257	145.634	1660.45
1258	148.12	1714.05
1259	139.703	1428.39
1260	139.706	1644.03
1261	156.889	1589.95
1262	127.07	1930.69
1263	189.993	1382.27
1264	110.115	961.242
1265	150.432	1218.85
1266	166.299	947.339
1267	155.142	912.542
1268	117.69	1085.04
1269	132.266	1085.59
1270	117.093	1142.95
1271	130.944	1049.24
1272	129.719	1158.59
1273	137.912	1256.95
1274	109.849	813.926
1275	139.831	604.129
1276	275.187	10456.8
1277	115.666	699.959
1278	136.842	760.238
1279	127	893.685
1280	143.091	1253.36
1281	170.823	1165.44
1282	100.147	919.019
1283	119.65	1089.79
1284	107.203	1106.47
1285	127.088	997.28
1286	149.679	1264.96
1287	123.85	783.359
1288	6.76913e-09	0
1289	79.5471	844.474
1290	138.087	740.125
1291	101.775	626.567
1292	130.233	597.738
1293	105.536	545.502
1294	108.266	270.533
1295	112.404	207.181
1296	104.402	381.209
1297	112.754	453.001
1298	170.807	1274.42
1299	128.39	1184.51
1300	144.67	1772.55
1301	172.691	1795.72
1302	153.59	1332.68
1303	119.624	1736.96
1304	142.326	940.034
1305	107.827	1036.19
